"Refid","Bibliography","User","Ris Code","Level","Pathogen survival _k","studyID
Unique ID to link all observations from the same study or experiment","studyGroupID","agent
Causative agent of vector borne diseases","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. ","agentSubtypeType
What type of further detailed information is given regarding the agent.Select here, and type below. _comment","agentDetails
strain and any other further information","agentSubtype
(question from DACRAH1, no need to answer)","studyTargetSpecies
Species used in study","studyTargetSpecies
Species used in study_comment","sampUnitSize
Number of samples tested in the study
(enter -1 if not reported, -2 if not relevant)","sampledMatrix
Matrix sampled","sampledMatrix
Matrix sampled_comment","sampled Matrix Text
matrix as given in the paper/ any further details about the sample matrix","temperature
Degrees Celcius","Further details about temperature
Describe any variations. If the temperature was not constant, explain it here, and add the MAXIMUM temperature in the temperature box.","humidity
Humidity conditions (%)","Further details about the process/methods/survival conditions
Use this box to add any further details, in particular whether a specific survival condition was evaluated, for instance composting. ","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMatText
Target of laboratory test","maxDetect
Maximum number of days post inoculation to observe pathogen, antibody or nucleic acid","Truncated
Is the value of MaxDetect truncated ? In other words: was the study finished before samples were negative. That is, is the reported  “MaxDetect” equal to the last experiment day ?","Half-life in days","LCI 95% Half-life
Value in days for the lower limite of the confidence interval for half-life","UCI 95% Half-life
Value in days for the upper limit of the confidence interval for half-life","Study design STRENGTHS
Add notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,20,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",25,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",14,yes,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,21,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Cambodia/408008/2005",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",25,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,28,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",32,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",10,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,28,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",32,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,27,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",22,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",14,yes,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,27,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",22,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,26,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud",32,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,25,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud",22,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",14,yes,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,25,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud",22,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,24,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",34,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",14,yes,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,24,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",34,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,23,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",34,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,yes,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,23,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud",34,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",14,yes,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,23,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud",34,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",14,yes,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,23,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Chicken/Cambodia/ LC1AL/2007",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",34,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,22,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Cambodia/408008/2005",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",32,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Reverse-transcription PCR (RT-PCR)",Antigen,6,no,,,,,
41885,"Horm, V.S., Gutiérrez, R.A., Nicholls, J.M., Buchy, P. (2012).  Highly pathogenic influenza a(h5n1) virus survival in complex artificial aquatic biotopes PLoS ONE, 7(4),  #Pages#",manon.swanenburg,,4,,41885,22,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Cambodia/408008/2005",,"Other matrices, not animal: specify",mud,-1,Sand/soil,,"mud from aquarium with water and mud and flora/fauna",32,,,"Complicated study with a lot of different groups. Groups 1 to 16: water samples from aquariums with only water, water with mud, or water with mud+flora/fauna.
Groups 17 to 28: mud samples from aquarium with water and mud, and sometimes, flora and/or fauna.","Virus Isolation (VI)",Virus,0,no,,,,,
41951,"Horm, S.V., Deboosere, N., Gutiérrez, R.A., Vialette, M., Buchy, P. (2011).  Direct detection of highly pathogenic avian influenza A/H5N1 virus from mud specimens Journal of Virological Methods, 176(1-2),  69",manon.swanenburg,,4,,41951,02,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/chicken/Cambodia/LC1AL/2007",,"Other matrices, not animal: specify",mud,1,Sand/soil,,,22,,,"1 aquarium with mud. For 5 days a 1 gram sample was collected from the mud.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",5,yes,,,,,
41951,"Horm, S.V., Deboosere, N., Gutiérrez, R.A., Vialette, M., Buchy, P. (2011).  Direct detection of highly pathogenic avian influenza A/H5N1 virus from mud specimens Journal of Virological Methods, 176(1-2),  69",manon.swanenburg,,4,,41951,01,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N1 A/Cambodia/408008/2005",,"Other matrices, not animal: specify",mud,1,Sand/soil,,,22,,,"1 aquarium with mud. For 5 days a 1 gram sample was collected from the mud.","Reverse-transcription PCR (RT-PCR)","Nucleic acid",5,yes,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,14,"Newcastle disease",strain,,vNDV/CA/02),,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",63,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 12 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,13,"Newcastle disease",strain,,vNDV/CA/02),,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",61,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 12 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,12,"Newcastle disease",strain,,vNDV/CA/02),,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",59,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 12 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,10,"Newcastle disease",strain,,vNDV/CA/02),,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",57,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 12 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,11,"Newcastle disease",strain,,vNDV/CA/02),,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",58,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 12 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,09,"Newcastle disease",strain,,vNDV/CA/02),,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",55,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 12 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,07,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N2 A/chicken/Pennsylvania/1370/83",,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",63,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 18 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
41967,"Chmielewski, R.A., Beck, J.R., Swayne, D.E. (2011).  Thermal inactivation of avian influenza virus and newcastle disease virus in a fat-free egg product Journal of Food Protection, 74(7),  1161",manon.swanenburg,,4,,41967,06,"HPAI - Highly Pathogenic Avian Influenza",strain,,"H5N2 A/chicken/Pennsylvania/1370/83",,"Chicken (Gallus gallus domesticus)",,3,"egg white",,"egg white",61,,,"results given in D values: times required to reduce virus titer by 90% or 1 log TID50.
All within a few minutes (max 18 min at 55C), so survival in days is always 0","Virus Isolation (VI)",Virus,0,no,,,,,
