"Refid","Bibliography","User","Ris Code","Level","DE_DACRAH_OB4_Covetlab_k","studyID
Unique ID to link all observations from the same study or experiment","studyIDNumerical","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent
Causative agent of vector borne diseases","agentSubtype
DACRAH1 - no need to answer","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below.","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below._comment","agentDetails
The further information given regarding the sutype type given above. ","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""","studyTargetHOST
Species target of the study. If not mentioned (for instance vector studies not mentioning any particular host species), then please leave it as ""NOT HOST SPECIFIC""_comment","studyTargetVector
Please select the specific vector.","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize
 _comment","sampUnitSize
Number of units in the group (the number of units listed above (e.g. herds))
(-1 if not reported, -2 if not relevant)","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","intervention
Intervention or treatment","intervention
Intervention or treatment_comment","testsubstance
Insecticide or pharmaceutical substance","testsubstance2
Insecticide or pharmaceutical substance","test substance CATEGORICAL","test substance2 CATEGORICAL","formulation %
The concentration given for the preparation, if given (p.e. 5%)","formulation2 %
The concentration given for the preparation, if given (p.e. 5%)","dose
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","dose2
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","doseUnits
Units of measurement for the reported parameter value","doseUnits
Units of measurement for the reported parameter value_comment","doseUnits2
Units of measurement for the reported parameter value","doseUnits2
Units of measurement for the reported parameter value_comment","dosageFreq
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageFreq2
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageInterval
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dosageInterval2
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","Exposure time","Exposure time units","SubstanceDoseComments
Add any other comments about dosage and the test substance.
Please try as much as possible to enter some quantitiative data
in the fields above (for instance the most frequent dosage regimen,
or the start regimen), and then add any additional details here.
Please also try to leave the testSubstance name as clean as possible","sampledMatrix
Tissue sampled for testing","sampledMatrix
Tissue sampled for testing_comment","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","timePoint
Indicate time point in days from the start of the study to which the following parameters (dead, clinical and tested) correspond","dead (or mortality)
Number of dead vectors (if reported as percentage, please provide percentage -e.g. 20 for 20% - and change the units in the following question).","dead (or mortality) Units
Units of measurement of the reported dead/mortality","mortalityLCI
Lower confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityUCI
Upper confidence interval limit for mortality reported as percentage (use 20 for 20%, for example)","mortalityTime
If provided in the paper, please report the time between application of the treatment and recorded mortality. Use this question for the numerical value and the next for the unit.","mortalityTimeUnits
The units for the reported time to mortality.","efficacy
1-RR","LCI_EF
Lower Confidence interval limit - Efficacy","UCI_EF
Upper Confidence interval limit - Efficacy
 ","Outcome type","Number given
numerical part of the outcome","Units
 ","nTested
Number of samples tested","nNegative
Number of samples negative","nPositive
Number of samples positive","OUTCOMESOtherComments
Please give any details that could not be reported in the format above.
Please first make sure to report as many results as possible in a quantitative format above, and leave any additional comments here.","Study design STRENGTHSAdd notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
14143," Doan Huong Thi Thanh, JinHyeong Noh, YoungHa Kim, MiSun Yoo, K. E. Reddy, SukChan Jung, SeungWon Kang (2013).  The efficacy of avermectins (ivermectin, doramectin and abamectin) as treatments for infestation with the tick Haemaphysalis longicornis on rabbits in Korea Veterinary Parasitology, 198(#issue#),  406-409",tobias.lilja,,4,,,4,"Korea, Republic of",2012,"Not applicable (vector study)",,,,,"Rabbit (Oryctolagus cuniculus)",,ticks,"animal / individual",,6,,,Control,,"No treatment",,CONTROL,,,,,,,,,,,,,,,,,,,"Not applicable",,,,,14,0,percentage,,,,,,,,,,,,,,,,
14155," A. R. Paula, A. T. Carolino, C. P. Silva, R. I. Samuels (2013).  Efficiency of fungus-impregnated black cloths combined with Imidacloprid for the control of adult Aedes aegypti (Diptera: Culicidae) Letters in Applied Microbiology, 57(#issue#),  157-163",tobias.lilja,,4,,1,1,Brazil,2012,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,holding,,90,"Vector exposed to treated nets",,"Insecticide treatment",,"M. anisopliae + 0?1 ppm imidacloprid (IMI)",,"OTHERS - fungi",imidacloprid,,0.0000001,1000000000,,conidia/ml,,,,1,,,,,,"M. anisopliae + 0?1 ppm imidacloprid (IMI)
10^9 conidia / ml",,,"Not applicable",,,,,4,80,percentage,,,,,,,,,,,,,,,,
14155," A. R. Paula, A. T. Carolino, C. P. Silva, R. I. Samuels (2013).  Efficiency of fungus-impregnated black cloths combined with Imidacloprid for the control of adult Aedes aegypti (Diptera: Culicidae) Letters in Applied Microbiology, 57(#issue#),  157-163",tobias.lilja,,4,,2,2,Brazil,2012,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,holding,,90,"Vector exposed to treated nets",,"Insecticide treatment",,"M. anisopliae",,"OTHERS - fungi",,,,1,,conidia/ml,,,,1000000000,,,,,,"10^9 conidia / ml",,,"Not applicable",,,,,4,20,percentage,,,,,,,,,,,,,,,,
14155," A. R. Paula, A. T. Carolino, C. P. Silva, R. I. Samuels (2013).  Efficiency of fungus-impregnated black cloths combined with Imidacloprid for the control of adult Aedes aegypti (Diptera: Culicidae) Letters in Applied Microbiology, 57(#issue#),  157-163",tobias.lilja,,4,,3,3,Brazil,2012,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,holding,,90,"Vector exposed to treated nets",,Control,,"No treatment",,CONTROL,,,,,,,,,,1,,,,,,,,,"Not applicable",,,,,4,20,percentage,,,,,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,4,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"No intervention",,permethrin,,permethrin,,,,2,,percentage,,,,,,,,,,"a single layer of blue OlysetW (Sumitomo Chemical Co. Ltd., Tokyo, Japan) netting",Vector,,"Not applicable",,"Mortality observed after 24 hours (exposure of 1 hour)",,,360,98.1,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,4,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,2,,percentage,,,,,,,,,,"a single layer of blue OlysetW (Sumitomo Chemical Co. Ltd., Tokyo, Japan) netting",Vector,,"Not applicable",,"Mortality observed after 1 hour (exposure of 1 hour)",,,360,10,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,5,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,2,,percentage,,,,,,,,,,"a single layer of blue OlysetW (Sumitomo Chemical Co. Ltd., Tokyo, Japan) netting",Vector,,"Not applicable",,"Mortality observed after 1 hour (exposure of 1 hour)",,,180,15,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,5,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,2,,percentage,,,,,,,,,,"a single layer of blue OlysetW (Sumitomo Chemical Co. Ltd., Tokyo, Japan) netting",Vector,,"Not applicable",,"Mortality observed after 24 hours (exposure of 1 hour)",,,180,99,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,6,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,2,,percentage,,,,,,,,,,"a single layer of blue OlysetW (Sumitomo Chemical Co. Ltd., Tokyo, Japan) netting",Vector,,"Not applicable",,"Mortality observed after 24 hours (exposure of 1 hour)",,,0,96,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,6,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,2,,percentage,,,,,,,,,,"a single layer of blue OlysetW (Sumitomo Chemical Co. Ltd., Tokyo, Japan) netting",Vector,,"Not applicable",,"Mortality observed after 1 hour (exposure of 1 hour)",,,0,13.5,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,3,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,,,"No intervention",,none,,CONTROL,,,,,,,,,,,,,,1,hours,,Vector,,"Not applicable",,"Mortality observed after 1 hour",,,360,0,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,3,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,,,"No intervention",,none,,CONTROL,,,,,,,,,,,,,,1,hours,,Vector,,"Not applicable",,"Mortality observed after 24 hours",,,360,2.7,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,2,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,,,"No intervention",,none,,CONTROL,,,,,,,,,,,,,,1,hours,,Vector,,"Not applicable",,"Mortality observed after 1 hour",,,180,0,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,2,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,,,"No intervention",,none,,CONTROL,,,,,,,,,,,,,,1,hours,,Vector,,"Not applicable",,"Mortality observed after 24 hours",,,180,4,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,1,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,,,"No intervention",,none,,CONTROL,,,,,,,,,,,,,,1,hours,,Vector,,"Not applicable",,"Mortality observed after 24 hours",,,0,3,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,1,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,,,"No intervention",,none,,CONTROL,,,,,,,,,,,,,,1,hours,,Vector,,"Not applicable",,"Mortality observed after 1 hour",,,0,0.8,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,9,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,lambda-cyhalothrin,,lambda-cyhalothrin,,,,20,,mg/m2,,,,1,,,,1,hours,"surfaces were treated with a 20 mg a.i.m-2 solution of microencapsulated lambda-cyhalothrin (Demand CSW; BASF
PLC, Cheshire, UK),",Vector,,"Not applicable",,"Mortality observed after 1 hour (exposure of 1 hour)",,,360,11,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,9,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,lambda-cyhalothrin,,lambda-cyhalothrin,,,,20,,mg/m2,,,,1,,,,1,hours,"surfaces were treated with a 20 mg a.i.m-2 solution of microencapsulated lambda-cyhalothrin (Demand CSW; BASF
PLC, Cheshire, UK),",Vector,,"Not applicable",,"Mortality observed after 24 hours (exposure of 1 hour)",,,360,87.2,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,8,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,lambda-cyhalothrin,,lambda-cyhalothrin,,,,20,,mg/m2,,,,1,,,,1,hours,"surfaces were treated with a 20 mg a.i.m-2 solution of microencapsulated lambda-cyhalothrin (Demand CSW; BASF
PLC, Cheshire, UK),",Vector,,"Not applicable",,"Mortality observed after 24 hours (exposure of 1 hour)",,,180,74,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,8,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,lambda-cyhalothrin,,lambda-cyhalothrin,,,,20,,mg/m2,,,,1,,,,1,hours,"surfaces were treated with a 20 mg a.i.m-2 solution of microencapsulated lambda-cyhalothrin (Demand CSW; BASF
PLC, Cheshire, UK),",Vector,,"Not applicable",,"Mortality observed after 1 hour (exposure of 1 hour)",,,180,10,percentage,,,1,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,7,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,lambda-cyhalothrin,,lambda-cyhalothrin,,,,20,,mg/m2,,,,1,,,,1,hours,"surfaces were treated with a 20 mg a.i.m-2 solution of microencapsulated lambda-cyhalothrin (Demand CSW; BASF
PLC, Cheshire, UK),",Vector,,"Not applicable",,"Mortality observed after 24 hours (exposure of 1 hour)",,,0,97.2,percentage,,,24,hours,,,,,,,,,,,,
14158," D. P. Bray, J. G. Hamilton (2013).  Insecticide-impregnated netting as a potential tool for long-lasting control of the leishmaniasis vector Lutzomyia longipalpis in animal shelters Parasites and Vectors, 6(#issue#),  (4 May 2013)-(4 May 2013)",ann.lindberg,,4,,,7,,,"Leishmania infantum",,,,,"NOT HOST SPECIFIC",,sandflies,"single VECTOR UNIT",,250,"Vector exposed to treated nets",,"Insecticide treatment",,lambda-cyhalothrin,,lambda-cyhalothrin,,,,20,,mg/m2,,,,1,,,,1,hours,"surfaces were treated with a 20 mg a.i.m-2 solution of microencapsulated lambda-cyhalothrin (Demand CSW; BASF
PLC, Cheshire, UK),",Vector,,"Not applicable",,"Mortality observed after 1 hour (exposure of 1 hour)",,,0,56,percentage,,,1,hours,,,,,,,,,,,,
14170," Michel Franc, Claudio Genchi, Emilie Bouhsira, Stephan Warin, Vassilios Kaltsatos, Laure Baduel, Marc Genchi (2012).  Efficacy of dinotefuran, permethrin and pyriproxyfen combination spot-on against Aedes aegypti mosquitoes on dogs Veterinary Parasitology, 189(#issue#),  333-337",tobias.lilja,,4,,,1,France,2011,"Not applicable (vector study)",,,,,"Dog (Canis lupus familiaris)",,mosquitoes,"animal / individual",,6,"External use - topic/spray",,"Insecticide treatment",,"196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,permethrin,pyriproxyfen,,,57.16,0.68,mg/kg,,mg/kg,,1,,,,,,"Vectra 3DTM spot-on solution 196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,,"Not applicable",,,,,1,,,,,,,0.915,,,,,,,,,,,
14170," Michel Franc, Claudio Genchi, Emilie Bouhsira, Stephan Warin, Vassilios Kaltsatos, Laure Baduel, Marc Genchi (2012).  Efficacy of dinotefuran, permethrin and pyriproxyfen combination spot-on against Aedes aegypti mosquitoes on dogs Veterinary Parasitology, 189(#issue#),  333-337",tobias.lilja,,4,,,1,France,2011,"Not applicable (vector study)",,,,,"Dog (Canis lupus familiaris)",,mosquitoes,"animal / individual",,6,"External use - topic/spray",,"Insecticide treatment",,"196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,permethrin,pyriproxyfen,,,57.16,0.68,mg/kg,,mg/kg,,1,,,,,,"Vectra 3DTM spot-on solution 196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,,"Not applicable",,,,,7,,,,,,,0.94,,,,,,,,,,,
14170," Michel Franc, Claudio Genchi, Emilie Bouhsira, Stephan Warin, Vassilios Kaltsatos, Laure Baduel, Marc Genchi (2012).  Efficacy of dinotefuran, permethrin and pyriproxyfen combination spot-on against Aedes aegypti mosquitoes on dogs Veterinary Parasitology, 189(#issue#),  333-337",tobias.lilja,,4,,,1,France,2011,"Not applicable (vector study)",,,,,"Dog (Canis lupus familiaris)",,mosquitoes,"animal / individual",,6,"External use - topic/spray",,"Insecticide treatment",,"196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,permethrin,pyriproxyfen,,,57.16,0.68,mg/kg,,mg/kg,,1,,,,,,"Vectra 3DTM spot-on solution 196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,,"Not applicable",,,,,14,,,,,,,0.94,,,,,,,,,,,
14170," Michel Franc, Claudio Genchi, Emilie Bouhsira, Stephan Warin, Vassilios Kaltsatos, Laure Baduel, Marc Genchi (2012).  Efficacy of dinotefuran, permethrin and pyriproxyfen combination spot-on against Aedes aegypti mosquitoes on dogs Veterinary Parasitology, 189(#issue#),  333-337",tobias.lilja,,4,,,1,France,2011,"Not applicable (vector study)",,,,,"Dog (Canis lupus familiaris)",,mosquitoes,"animal / individual",,6,"External use - topic/spray",,"Insecticide treatment",,"196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,permethrin,pyriproxyfen,,,57.16,0.68,mg/kg,,mg/kg,,1,,,,,,"Vectra 3DTM spot-on solution 196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,,"Not applicable",,,,,21,,,,,,,0.94,,,,,,,,,,,
14170," Michel Franc, Claudio Genchi, Emilie Bouhsira, Stephan Warin, Vassilios Kaltsatos, Laure Baduel, Marc Genchi (2012).  Efficacy of dinotefuran, permethrin and pyriproxyfen combination spot-on against Aedes aegypti mosquitoes on dogs Veterinary Parasitology, 189(#issue#),  333-337",tobias.lilja,,4,,,1,France,2011,"Not applicable (vector study)",,,,,"Dog (Canis lupus familiaris)",,mosquitoes,"animal / individual",,6,"External use - topic/spray",,"Insecticide treatment",,"196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,permethrin,pyriproxyfen,,,57.16,0.68,mg/kg,,mg/kg,,1,,,,,,"Vectra 3DTM spot-on solution 196 mg dinotefuran, 1429 mg permethrin and 17 mg pyriproxyfen",,,"Not applicable",,,,,28,,,,,,,0.87,,,,,,,,,,,
14173," M. Soleimani-Ahmadi, H. Vatandoost, M. Shaeghi, A. Raeisi, F. Abedi, M. R. Eshraghian, A. Madani, R. Safari, M. A. Oshaghi, M. Abtahi, H. Hajjaran (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset (R)) for malaria control in an endemic area, southeast of Iran Acta Tropica, 123(#issue#),  146-153",Fernanda.dorea,,4,,,1,"Iran, Islamic Republic of",2009,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"batch / replicate unit",,720,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,848.8,,mg/m2,,,,1,,,,3,minutes,"Nets were made of blue polyethylene monofilament fiber, 150
denier strength with 72 meshes (8 by 9 holes/in.2). The nets were blended with 1000 mg a.i/m2 (2%, w/w), and actual concentration measured after use and reported as the dose",,,"Not applicable",,"vector mortality",,,90,100,percentage,,,,,,,,,,,,,,"Median knockdown time = 1.73 min",,
14173," M. Soleimani-Ahmadi, H. Vatandoost, M. Shaeghi, A. Raeisi, F. Abedi, M. R. Eshraghian, A. Madani, R. Safari, M. A. Oshaghi, M. Abtahi, H. Hajjaran (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset (R)) for malaria control in an endemic area, southeast of Iran Acta Tropica, 123(#issue#),  146-153",Fernanda.dorea,,4,,,1,"Iran, Islamic Republic of",2009,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"batch / replicate unit",,720,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,814.1,,mg/m2,,,,1,,,,3,minutes,"Nets were made of blue polyethylene monofilament fiber, 150
denier strength with 72 meshes (8 by 9 holes/in.2). The nets were blended with 1000 mg a.i/m2 (2%, w/w), and actual concentration measured after use and reported as the dose",,,"Not applicable",,"vector mortality",,,360,72.3,percentage,65.23,79.37,,,,,,,,,,,,"Median knockdown time = 3.25 min",,
14173," M. Soleimani-Ahmadi, H. Vatandoost, M. Shaeghi, A. Raeisi, F. Abedi, M. R. Eshraghian, A. Madani, R. Safari, M. A. Oshaghi, M. Abtahi, H. Hajjaran (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset (R)) for malaria control in an endemic area, southeast of Iran Acta Tropica, 123(#issue#),  146-153",Fernanda.dorea,,4,,,1,"Iran, Islamic Republic of",2009,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"batch / replicate unit",,720,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,814.1,,mg/m2,,,,1,,,,3,minutes,"Nets were made of blue polyethylene monofilament fiber, 150
denier strength with 72 meshes (8 by 9 holes/in.2). The nets were blended with 1000 mg a.i/m2 (2%, w/w), and actual concentration measured after use and reported as the dose",,,"Not applicable",,"vector mortality",,,270,81.6,percentage,75.42,87.78,,,,,,,,,,,,"Median knockdown time = 2.83 min",,
14173," M. Soleimani-Ahmadi, H. Vatandoost, M. Shaeghi, A. Raeisi, F. Abedi, M. R. Eshraghian, A. Madani, R. Safari, M. A. Oshaghi, M. Abtahi, H. Hajjaran (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset (R)) for malaria control in an endemic area, southeast of Iran Acta Tropica, 123(#issue#),  146-153",Fernanda.dorea,,4,,,1,"Iran, Islamic Republic of",2009,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"batch / replicate unit",,720,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,814.1,,mg/m2,,,,1,,,,3,minutes,"Nets were made of blue polyethylene monofilament fiber, 150
denier strength with 72 meshes (8 by 9 holes/in.2). The nets were blended with 1000 mg a.i/m2 (2%, w/w), and actual concentration measured after use and reported as the dose",,,"Not applicable",,"vector mortality",,,180,92.4,percentage,88.17,96.63,,,,,,,,,,,,"Median knockdown time = 2.14 min",,
14173," M. Soleimani-Ahmadi, H. Vatandoost, M. Shaeghi, A. Raeisi, F. Abedi, M. R. Eshraghian, A. Madani, R. Safari, M. A. Oshaghi, M. Abtahi, H. Hajjaran (2012).  Field evaluation of permethrin long-lasting insecticide treated nets (Olyset (R)) for malaria control in an endemic area, southeast of Iran Acta Tropica, 123(#issue#),  146-153",Fernanda.dorea,,4,,,1,"Iran, Islamic Republic of",2009,"Not applicable (vector study)",,,,,"NOT HOST SPECIFIC",,mosquitoes,"batch / replicate unit",,720,"Vector exposed to treated nets",,"Insecticide treatment",,permethrin,,permethrin,,,,937.2,,mg/m2,,,,1,,,,3,minutes,"Nets were made of blue polyethylene monofilament fiber, 150
denier strength with 72 meshes (8 by 9 holes/in.2). The nets were blended with 1000 mg a.i/m2 (2%, w/w), and actual concentration measured after use and reported as the dose",,,"Not applicable",,"vector mortality",,,0,100,percentage,,,,,,,,,,,,,,"Median knockdown time = 1.48min",,
