"Refid","Bibliography","User","Ris Code","Level","DE_VBD_PREVALENCE_FINAL_k","studyID
Unique ID to link all observations from the same study or experiment","agent
Causative agent of vector borne diseases","agentSubtypeType","agentSubtypeType_comment","agentDetails
The further information given regarding the sutype type given above. ","sampCountry
Country where study was performed","sampCountry
Country where study was performed_comment","SampArea_text
Please provide the name of the sampled area.","Sampling context
reason for sampling, type of study, surveillance types","Sampling context
reason for sampling, type of study, surveillance types_comment","Reason for sampling
Free text to describe the reason for performing pathogen testing (e.g. serological survey, trade purposes), if not already clear from the study type","Disease situation / outbreak phase
Please report outbreak phase or any other information given regarding the disease situation in the area. ","sampY
Start year of study/outbreak
(-1 if not specified)","sampM
Start month of study/outbreak
(-1 if not specified)","duration
Duration of study/outbreak in months","analysisY
Year when the analysis was completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed_comment","sampPoint
Point in the food chain, where the samples were taken","sampPoint
Point in the food chain, where the samples were taken_comment","sampStrategy
Strategy used to select sample units for laboratory analysis","sampStrategy
Strategy used to select sample units for laboratory analysis_comment","Longitudinal/Repeated sampling?
if this is a longitudinal study, describe the scheme of sampling (for instance paired samples with 2 months interval). ","sampUnit
Type of unit sampled in the study and reported in sampUnitSize","sampUnit
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize
Number of sampling units tested (sample size)","MinAgeMonths
Age of animals in months
(-1 if not specified)","MaxAgeMonths
Age of animals in months
(-1 if not specified)","sampledMatrix
Matrix sampled for testing","sampledMatrix
Matrix sampled for testing_comment","anMethCode
Laboratory test used","anMethCode
Laboratory test used_comment","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","sensitivity
Sensitivity of test","specificity
Specificity of test","nPositive
Number of animals positive","Were all cases confirmed to be IMPORTED (animals believed not to have been infected in the study area) -> YES, only IMPORTED cases","nNegative
Number of animals negative","Disease freedom
was this phrased as a disease freedom investigation?","Design prevalence
If given, in % (p.e. 2%). This is the minimum assumed prevalence of the disease in the region, if it was present.","prevalence (..%, e.g write 7, when the prevalence is 0.07 or 7%)
Reported prevalence in paper","LCI_PR
Lower Confidence interval-prevalence","UCI_PR
Upper confidence interval-prevalence","incidence
Reported incidence value","LCI_I
Lower confidence interval-incidence","UCI_I
Upper confidence interval-incidence","incidenceUnits
Units of reported incidence value","incidence Unit comments
Any further information on incidence units","R0
Basic reproduction number","Lower value of Ro range","Upper level of range or of Ro","impactMeasure
Description of the measure used / reported in the paper","impactValue
Value","impactUnit
Unit","impactUnit
Unit_comment","Clinical signs
If clinical signs were described, please list them here","Severity
If any measure of severity was described, please give an objective summary here","More info missed?
Are there more detailed information on the clinical progression, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on the type and duration of clinical signs? ","Risk factors - INCREASE RISK
if this was a study where risk factor were investigated, please list factors confirmed to be associated with increased disease risk","Risk factors - PROTECTIVE FACTOR
if this was a study where risk factor were investigated, please list factors confirmed to REDUCE disease risk","More info missed?
Are there more detailed information on risk factors, which could not be collected here? Would this paper be worth a new data collection form focusing specifically on risk factors? ","Quality check and other notes
if relevant, please add any notes about information in the paper which you think is relevant but was not capured in the form.
Also add any notes about detected biases or other methodological flaws.","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer","agentSubtype
Code agent of vector borne diseases agent serotype/genotype/strain
from DACRAH1, no need to answer_comment"
391,"Z. A. Memish, A. Albarrak, M. A. Almazroa, I. Al-Omar, R. Alhakeem, A. Assiri, S. Fagbo, A. MacNeil, P. E. Rollin, N. Abdullah and G. Stephens (2011).  Seroprevalence of Alkhurma and Other Hemorrhagic Fever Viruses, Saudi Arabia Emerging Infectious Diseases, 17(12),  2316-2318",Eliana.LIMA,,3,,4,"Alkhurma haemorrhagic fever virus",,,,"Saudi Arabia",,"Jizan province","Surveillance active (active search for cases)",,,"Not reported",2010,05,0.5,2010,"Human (homo sapiens)",,"Other: specify",,"Objective (random) sampling",,,"host (animal or human)",,1024,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgM,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Adrar,,,IgM,"Outbreak - On-going",2010,09,,2010,,,,,Unspecified,,,"host (animal or human)",,168,,,"Blood serum",,"ELISA, Blocking ELISA (B-ELISA)",,Antibody,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Brakna,,,IgM,"Outbreak - On-going",2010,09,,2010,,,,,Unspecified,,,"host (animal or human)",,2,,,"Blood serum",,"ELISA, Blocking ELISA (B-ELISA)",,Antibody,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Inchiri,,,IgM,"Outbreak - On-going",2010,09,,2010,,,,,Unspecified,,,"host (animal or human)",,57,,,"Blood serum",,"ELISA, Blocking ELISA (B-ELISA)",,Antibody,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Nouakchott,,,IgM,"Outbreak - On-going",2010,09,,2010,,,,,Unspecified,,,"host (animal or human)",,27,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Adrar,,,IgM,"Outbreak - On-going",2010,09,,2010,"Camel (Camelus bactrianus)",,,,Unspecified,,,"host (animal or human)",,11,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Nouakchott,,,IgM,"Outbreak - On-going",2010,09,,2010,"Camel (Camelus bactrianus)",,,,Unspecified,,,"host (animal or human)",,212,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Nouadibou,,,IgM,"Outbreak - On-going",2010,09,,2010,"Camel (Camelus bactrianus)",,,,Unspecified,,,"host (animal or human)",,46,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Gorgol,,,IgM,"Outbreak - On-going",2010,09,,2010,,,,,Unspecified,,,"host (animal or human)",,8,,,"Blood serum",,"ELISA, Blocking ELISA (B-ELISA)",,Antibody,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"A. B. O. El Mamy, M. O. Baba, Y. Barry, K. Isselmou, M. L. Dia, B. Hampate, M. Y. Diallo, M. O. B. El Kory, M. Diop, M. M. Lo, Y. Thiongane, M. Bengoumi, L. Puech, L. Plee, F. Claes, S. de La Rocque and B. Doumbia (2011).  Unexpected Rift Valley Fever Outbreak, Northern Mauritania Emerging Infectious Diseases, 17(10),  1894-1896",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Mauritania,,Nouadibou,,,IgM,"Outbreak - On-going",2010,09,,2010,"Camel (Camelus bactrianus)",,,,Unspecified,,,"host (animal or human)",,10,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"T. Al-Azraqi, A. E. Mekki and A. Mahfouz (2011).  SERO-PREVALENCE OF RIFT VALLEY FEVER IN SOUTHWESTERN SAUDI ARABIA Journal of Epidemiology and Community Health, 65(#issue#),  A196-A196",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,SA,"Monitoring &ndash;active",,,"Not reported",0000,,,,"Human (homo sapiens)",,"Other: specify",,"Objective (random) sampling",,,"host (animal or human)",,2322,,,"Blood serum",,"IgG ELISA",,Antibody,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"T. Al-Azraqi, A. E. Mekki and A. Mahfouz (2011).  SERO-PREVALENCE OF RIFT VALLEY FEVER IN SOUTHWESTERN SAUDI ARABIA Journal of Epidemiology and Community Health, 65(#issue#),  A196-A196",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,,"Monitoring &ndash;active",,,"Not reported",0000,,,,"Human (homo sapiens)",,"Other: specify",,"Objective (random) sampling",,,"host (animal or human)",,2322,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,IgM,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"A. D. LaBeaud, S. Muiruri, L. J. Sutherland, S. Dahir, G. Gildengorin, J. Morrill, E. M. Muchiri, C. J. Peters and C. H. King (2011).  Postepidemic Analysis of Rift Valley Fever Virus Transmission in Northeastern Kenya: A Village Cohort Study Plos Neglected Tropical Diseases, 5(8),  #Pages#",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Kenya,,"Ijara District, Northeastern Province",,,"measure human anti-RVFV seroprevalence in a high-risk area following the 2006-2007 epidemic.","Outbreak - Resolved (post outbreak phase)",2009,08,4,2009,"Human (homo sapiens)",,Hospital,,"Convenience sampling",,,holding,,194,,,"Blood serum",,"IgG ELISA",,,,,,,44,,,,,23,29,17,,,,,,,,,,,,,,,,,,,,,
407,"H. A. Hanafi, D. J. Fryauff, M. D. Saad, A. K. Soliman, E. W. Mohareb, I. Medhat, A. B. Zayed, D. E. Szumlas and K. C. Earhart (2011).  Virus isolations and high population density implicate Culex antennatus (Becker) (Diptera: Culicidae) as a vector of Rift Valley Fever virus during an outbreak in the Nile Delta of Egypt Acta Tropica, 119(2-3),  119-124",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Egypt,,"Sidi Salim District of Kafr el Sheikh",,,,"Outbreak - On-going",2003,08,,,"Cattle (Bos taurus)",,,,"Selective (risk-based) sampling",,,"host (animal or human)",,48,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,"IgM Elisa.",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"H. A. Hanafi, D. J. Fryauff, M. D. Saad, A. K. Soliman, E. W. Mohareb, I. Medhat, A. B. Zayed, D. E. Szumlas and K. C. Earhart (2011).  Virus isolations and high population density implicate Culex antennatus (Becker) (Diptera: Culicidae) as a vector of Rift Valley Fever virus during an outbreak in the Nile Delta of Egypt Acta Tropica, 119(2-3),  119-124",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Egypt,,"Sidi Salim District of Kafr el Sheikh",,,,"Outbreak - On-going",2003,08,,,"Sheep (Ovis aries)",,,,"Selective (risk-based) sampling",,,"host (animal or human)",,36,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,"IgM Elisa.",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"H. A. Hanafi, D. J. Fryauff, M. D. Saad, A. K. Soliman, E. W. Mohareb, I. Medhat, A. B. Zayed, D. E. Szumlas and K. C. Earhart (2011).  Virus isolations and high population density implicate Culex antennatus (Becker) (Diptera: Culicidae) as a vector of Rift Valley Fever virus during an outbreak in the Nile Delta of Egypt Acta Tropica, 119(2-3),  119-124",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Egypt,,"Sidi Salim District of Kafr el Sheikh",,,,"Outbreak - On-going",2003,08,,,"Goat (Capra aegagrus hircus)",,,,"Selective (risk-based) sampling",,,"host (animal or human)",,9,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,"IgM Elisa.",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"H. A. Hanafi, D. J. Fryauff, M. D. Saad, A. K. Soliman, E. W. Mohareb, I. Medhat, A. B. Zayed, D. E. Szumlas and K. C. Earhart (2011).  Virus isolations and high population density implicate Culex antennatus (Becker) (Diptera: Culicidae) as a vector of Rift Valley Fever virus during an outbreak in the Nile Delta of Egypt Acta Tropica, 119(2-3),  119-124",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Egypt,,"Sidi Salim District of Kafr el Sheikh",,,,"Outbreak - On-going",2003,08,,,"African Buffalo (Syncerus caffer)",,,,"Selective (risk-based) sampling",,,"host (animal or human)",,48,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,"IgM Elisa.",,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"L. J. Sutherland, A. A. Cash, Y.-J. S. Huang, R. C. Sang, I. Malhotra, A. M. Moormann, C. L. King, S. C. Weaver, C. H. King and A. D. LaBeaud (2011).  Short Report: Serologic Evidence of Arboviral Infections among Humans in Kenya American Journal of Tropical Medicine and Hygiene, 85(1),  158-161",Eliana.LIMA,,3,,2,"Rift Valley fever virus",,,,Kenya,,"Inland areas","Surveillance active (active search for cases)",,,"Not reported",2000,,36,2003,"Human (homo sapiens)",,,,"Convenience sampling",,,"host (animal or human)",,122,,,"Blood serum",,"Indirect Immunofluorescence Antibody test (IFAT)",,IgG,,,,,7,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
410,"L. J. Sutherland, A. A. Cash, Y.-J. S. Huang, R. C. Sang, I. Malhotra, A. M. Moormann, C. L. King, S. C. Weaver, C. H. King and A. D. LaBeaud (2011).  Short Report: Serologic Evidence of Arboviral Infections among Humans in Kenya American Journal of Tropical Medicine and Hygiene, 85(1),  158-161",Eliana.LIMA,,3,,2,"Rift Valley fever virus",,,,Kenya,,"Coastal areas","Surveillance active (active search for cases)",,,"Not reported",2000,,36,2003,"Human (homo sapiens)",,,,"Objective (random) sampling",,,"host (animal or human)",,419,,,"Blood serum",,"Indirect Immunofluorescence Antibody test (IFAT)",,IgG,,,,,123,,,,,29,,,,,,,,,,,,,,,,,,,,,,,
414,"A. A. Elsheikh, E. E. Masoud, M. F. Mostafa and M. M. Elkhawanky (2011).  Seroprevalence of 2 zoonotic diseases in Southwestern Saudi Arabia. Rift Valley fever and brucellosis Saudi Medical Journal, 32(7),  740-741",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,Najran,"Monitoring &ndash;active",,,"Not reported",2009,6,9,,"Sheep (Ovis aries)",,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,940,,,"Blood serum",,"IgG ELISA",,Antibody,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,"A. A. Elsheikh, E. E. Masoud, M. F. Mostafa and M. M. Elkhawanky (2011).  Seroprevalence of 2 zoonotic diseases in Southwestern Saudi Arabia. Rift Valley fever and brucellosis Saudi Medical Journal, 32(7),  740-741",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,Najran,"Monitoring &ndash;active",,,"Not reported",2009,6,9,,"Goat (Capra aegagrus hircus)",,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,470,,,"Blood serum",,"IgG ELISA",,Antibody,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,"A. A. Elsheikh, E. E. Masoud, M. F. Mostafa and M. M. Elkhawanky (2011).  Seroprevalence of 2 zoonotic diseases in Southwestern Saudi Arabia. Rift Valley fever and brucellosis Saudi Medical Journal, 32(7),  740-741",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"Saudi Arabia",,Najran,"Monitoring &ndash;active",,,"Not reported",2009,6,9,,"Human (homo sapiens)",,Hospital,,"Convenience sampling",,,"host (animal or human)",,1440,,,"Blood serum",,"IgG ELISA",,Antibody,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,"A. D. LaBeaud, P. C. Cross, W. M. Getz, A. Glinka and C. H. King (2011).  Rift Valley Fever Virus Infection in African Buffalo (Syncerus caffer) Herds in Rural South Africa: Evidence of Interepidemic Transmission American Journal of Tropical Medicine and Hygiene, 84(4),  641-646",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"South Africa",,"Kruger national park","Surveillance active (active search for cases)",,,"Not reported",2000,,78,,"African Buffalo (Syncerus caffer)",,"Natural habitat",,Unspecified,,,"host (animal or human)",,550,,,,,"IgG ELISA",,,,,,,115,,,,,21,,,,,,,,,,,,,,,,,,,,,,,
430,"E. M. Jeanmaire, R. Rabenarivahiny, M. Biarmann, L. Rabibisoa, F. Ravaomanana, T. Randriamparany, S. F. Andriamandimby, C. S. Diaw, P. Fenozara, S. de La Rocque and J.-M. Reynes (2011).  Prevalence of Rift Valley Fever Infection in Ruminants in Madagascar After the 2008 Outbreak Vector-Borne and Zoonotic Diseases, 11(4),  395-402",Eliana.LIMA,,3,,4,"Rift Valley fever virus",,,,Madagascar,,Madagascar,"Outbreak investigation",,,"Outbreak - Resolved (post outbreak phase)",2008,08,5,2008,"Goat (Capra aegagrus hircus)",,Farm,,"Other: specify",,,"host (animal or human)",,989,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgG,,">0.30 is considered positive",,,244,,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,
430,"E. M. Jeanmaire, R. Rabenarivahiny, M. Biarmann, L. Rabibisoa, F. Ravaomanana, T. Randriamparany, S. F. Andriamandimby, C. S. Diaw, P. Fenozara, S. de La Rocque and J.-M. Reynes (2011).  Prevalence of Rift Valley Fever Infection in Ruminants in Madagascar After the 2008 Outbreak Vector-Borne and Zoonotic Diseases, 11(4),  395-402",Eliana.LIMA,,3,,4,"Rift Valley fever virus",,,,Madagascar,,Madagascar,"Outbreak investigation",,,"Outbreak - Resolved (post outbreak phase)",2008,08,5,2008,"Cattle (Bos taurus)",,Farm,,"Other: specify",,,"host (animal or human)",,989,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgM,,">0.30 is considered positive",,,33,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,
430,"E. M. Jeanmaire, R. Rabenarivahiny, M. Biarmann, L. Rabibisoa, F. Ravaomanana, T. Randriamparany, S. F. Andriamandimby, C. S. Diaw, P. Fenozara, S. de La Rocque and J.-M. Reynes (2011).  Prevalence of Rift Valley Fever Infection in Ruminants in Madagascar After the 2008 Outbreak Vector-Borne and Zoonotic Diseases, 11(4),  395-402",Eliana.LIMA,,3,,4,"Rift Valley fever virus",,,,Madagascar,,Madagascar,"Outbreak investigation",,,"Outbreak - Resolved (post outbreak phase)",2008,08,5,2008,"Cattle (Bos taurus)",,Farm,,"Other: specify",,,"host (animal or human)",,3437,,,"Blood serum",,"IgG ELISA",,IgG,,">0.30 is considered positive",,,887,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,
430,"E. M. Jeanmaire, R. Rabenarivahiny, M. Biarmann, L. Rabibisoa, F. Ravaomanana, T. Randriamparany, S. F. Andriamandimby, C. S. Diaw, P. Fenozara, S. de La Rocque and J.-M. Reynes (2011).  Prevalence of Rift Valley Fever Infection in Ruminants in Madagascar After the 2008 Outbreak Vector-Borne and Zoonotic Diseases, 11(4),  395-402",Eliana.LIMA,,3,,4,"Rift Valley fever virus",,,,Madagascar,,Madagascar,"Outbreak investigation",,,"Outbreak - Resolved (post outbreak phase)",2008,08,5,2008,"Cattle (Bos taurus)",,Farm,,"Other: specify",,,"host (animal or human)",,3437,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,IgM,,">0.30 is considered positive",,,9,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,
432,"M. Miller, P. Buss, J. Joubert, N. Maseko, M. Hofmeyr and T. Gerdes (2011).  SEROSURVEY FOR SELECTED VIRAL AGENTS IN WHITE RHINOCEROS (CERATOTHERIUM SIMUM) IN KRUGER NATIONAL PARK, 2007 Journal of Zoo and Wildlife Medicine, 42(1),  29-32",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"South Africa",,"Kruger national park","Surveillance active (active search for cases)",,,"Not reported",1987,,120,,,,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,81,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"M. Miller, P. Buss, J. Joubert, N. Maseko, M. Hofmeyr and T. Gerdes (2011).  SEROSURVEY FOR SELECTED VIRAL AGENTS IN WHITE RHINOCEROS (CERATOTHERIUM SIMUM) IN KRUGER NATIONAL PARK, 2007 Journal of Zoo and Wildlife Medicine, 42(1),  29-32",Eliana.LIMA,,3,,1,"Bluetongue virus",,,,"South Africa",,"Kruger national park","Surveillance active (active search for cases)",,,"Not reported",1987,,120,,,,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,81,,,"Blood serum",,"IgG ELISA",,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"M. Miller, P. Buss, J. Joubert, N. Maseko, M. Hofmeyr and T. Gerdes (2011).  SEROSURVEY FOR SELECTED VIRAL AGENTS IN WHITE RHINOCEROS (CERATOTHERIUM SIMUM) IN KRUGER NATIONAL PARK, 2007 Journal of Zoo and Wildlife Medicine, 42(1),  29-32",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"South Africa",,"Kruger national park","Surveillance active (active search for cases)",,,"Not reported",1987,,120,,,,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,85,,,"Blood serum",,"IgG ELISA",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"M. Miller, P. Buss, J. Joubert, N. Maseko, M. Hofmeyr and T. Gerdes (2011).  SEROSURVEY FOR SELECTED VIRAL AGENTS IN WHITE RHINOCEROS (CERATOTHERIUM SIMUM) IN KRUGER NATIONAL PARK, 2007 Journal of Zoo and Wildlife Medicine, 42(1),  29-32",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"South Africa",,"Kruger national park","Surveillance active (active search for cases)",,,"Not reported",2007,,,,,,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,100,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"M. Miller, P. Buss, J. Joubert, N. Maseko, M. Hofmeyr and T. Gerdes (2011).  SEROSURVEY FOR SELECTED VIRAL AGENTS IN WHITE RHINOCEROS (CERATOTHERIUM SIMUM) IN KRUGER NATIONAL PARK, 2007 Journal of Zoo and Wildlife Medicine, 42(1),  29-32",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,"South Africa",,"Kruger national park","Surveillance active (active search for cases)",,,"Not reported",2007,,,,,,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,100,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,"M. Miller, P. Buss, J. Joubert, N. Maseko, M. Hofmeyr and T. Gerdes (2011).  SEROSURVEY FOR SELECTED VIRAL AGENTS IN WHITE RHINOCEROS (CERATOTHERIUM SIMUM) IN KRUGER NATIONAL PARK, 2007 Journal of Zoo and Wildlife Medicine, 42(1),  29-32",Eliana.LIMA,,3,,1,"African swine fever virus (ASF)",,,,"South Africa",,"Kruger national park","Surveillance active (active search for cases)",,,"Not reported",2007,,,,,,"Natural habitat",,"Convenience sampling",,,"host (animal or human)",,100,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,"E. Ayari-Fakhfakh, A. Ghram, A. Bouattour, I. Larbi, L. Gribaa-Dridi, O. Kwiatek, M. Bouloy, G. Libeau, E. Albina and C. Cetre-Sossah (2011).  First serological investigation of peste-des-petits-ruminants and Rift Valley fever in Tunisia Veterinary Journal, 187(3),  402-404",Eliana.LIMA,,3,,1,"Rift Valley fever virus",,,,Tunisia,,Bizerte,,,,"Not reported",2006,09,,2007,"Sheep (Ovis aries)",,Farm,,"Selective (risk-based) sampling",,,"host (animal or human)",,44,,,"Blood serum",,"Enzyme linked immunosorbent assay (ELISA)",,Antibody,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
